Paper ID,Hypothesis ID,Hypothesis,Dependent Variable,Sub-Sub-Category,Sub-Category,Main DV Category,Effect On,subj/obj evaluation,Independent Variable (evaluated),Independent Variables (compared),Comparison Type,Result,Explanation ID Evaluated,Explanation ID Compared,Related user study ID,"Explanation Modalities evaluated (display, focus, interactivity, explanation type)","Explanation Generation Evaluated (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)","Explanation Modalities Compared (display, focus, interactivity, explanation type)","Explanation Generation Compared (generation approach (intrinsic/post-hoc), data type, recommender model type, recommendation problem)"
181,181.032,There is a significant difference in ratings between the ratings of females and males having an associate education level.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & associate education level,female & associate education level,user characteristics in IV,not found,181.02,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.033,There is a significant difference in ratings between the ratings of females and males having an associate education level.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & associate education level,female & associate education level,user characteristics in IV,not found,181.03,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.034,There is a significant difference in ratings between the ratings of females and males having an associate education level.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & associate education level,female & associate education level,user characteristics in IV,not found,181.04,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.035,There is a significant difference in ratings between the ratings of females and males having an associate education level.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & associate education level,female & associate education level,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.036,There is a significant difference in ratings between the ratings of females and males having an associate education level.,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,male & associate education level,female & associate education level,user characteristics in IV,not found,181.06,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.004,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"age groups of 14-24,25-35, 36–46 and 47–57",user characteristics in IV,not found,181.01,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.037,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"age groups of 14-24,25-35, 36–46 and 47–57",user characteristics in IV,not found,181.02,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.038,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"age groups of 14-24,25-35, 36–46 and 47–57",user characteristics in IV,not found,181.03,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.039,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"age groups of 14-24,25-35, 36–46 and 47–57",user characteristics in IV,not found,181.04,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.040,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"age groups of 14-24,25-35, 36–46 and 47–57",user characteristics in IV,found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.041,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"age groups of 14-24,25-35, 36–46 and 47–57",user characteristics in IV,not found,181.06,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.005,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,25-35-year-old people,14-24-year-old people,user characteristics in IV,found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.006,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,25-35-year-old people,36-46-year-old people,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.007,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,25-35-year-old people,47-57-year-old people,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.008,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,14-24-year-old people,36-46-year-old people,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.009,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,14-24-year-old people,47-57-year-old people,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.010,Age has an impact on the perception of explanations,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,36-46-year-old people,47-57-year-old people,user characteristics in IV,not found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.011,Education has an impact on the perception of explanation,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"Diploma, Associate, Bachelor, Master and Doctoral",user characteristics in IV,not found,181.01,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.042,Education has an impact on the perception of explanation,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"Diploma, Associate, Bachelor, Master and Doctoral",user characteristics in IV,not found,181.02,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.043,Education has an impact on the perception of explanation,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"Diploma, Associate, Bachelor, Master and Doctoral",user characteristics in IV,not found,181.03,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.044,Education has an impact on the perception of explanation,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"Diploma, Associate, Bachelor, Master and Doctoral",user characteristics in IV,not found,181.04,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.045,Education has an impact on the perception of explanation,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"Diploma, Associate, Bachelor, Master and Doctoral",user characteristics in IV,found,181.05,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
181,181.046,Education has an impact on the perception of explanation,participants' rating of recommendation,alignment of expectation with recommender system (subjective),recommendation quality,Interface Quality,system,subj,,"Diploma, Associate, Bachelor, Master and Doctoral",user characteristics in IV,not found,181.06,-,181.1,"textual, output, static, local",not mentioned/mockup,-,-
